1054 Forsytia nummod
American Revolution compound
Revolution Mason compound
patriot Mason compound
George Mason compound
Mason of pobj
near assigned prep
Alexandria near pobj
Leaving took advcl
camp Leaving dobj
on Leaving prep
March on pobj
17 March nummod
1862 March nummod
the regiment det
regiment took nsubj
took took ROOT
part took dobj
in took prep
the siege det
siege in pobj
of siege prep
Yorktown of pobj
and siege cc
the battles det
battles siege conj
of battles prep
Williamsburg of pobj
and Williamsburg cc
Fair Oaks compound
Oaks Williamsburg conj
In fought prep
the engagement det
latter engagement amod
engagement In pobj
the troops det
troops fought nsubj
fought fought ROOT
like fought prep
veterans like pobj
holding fought advcl
their position poss
position unsupported nsubj
unsupported holding ccomp
until holding prep
nearly surrounded advmod
surrounded until pcomp
Three companies nummod
companies were nsubj
were were ROOT
on were prep
special duty amod
duty on pobj
at were prep
the opening det
opening at pobj
of opening prep
the action det
action of pobj
and at cc
being were advcl
unable being acomp
to reach aux
reach unable xcomp
the regiment det
regiment reach dobj
in regiment prep
its position poss
exposed position amod
position in pobj
fought were conj
with fought prep
the Pennsylvania det
57th Pennsylvania amod
Pennsylvania with pobj
After was prep
a month det
month After pobj
spent month acl
on spent prep
picket duty compound
duty on pobj
the 105th det
105th was nsubj
was was ROOT
again was advmod
in was prep
action in pobj
at action prep
Glendale at pobj
and Glendale cc
Malvern Hill compound
Hill Glendale conj
and was cc
by reached prep
the time det
time by pobj
it reached nsubj
reached reduced advcl
Harrison Landing poss
's Harrison case
Landing reached dobj
the ranks det
ranks reduced nsubjpass
were reduced auxpass
so reduced advmod
reduced was conj
by reduced agent
wounds by pobj
and wounds cc
sickness wounds conj
that were mark
less 100 amod
than 100 quantmod
100 men nummod
men were nsubj
were reduced ccomp
fit were acomp
for fit prep
active duty amod
duty for pobj
While posted mark
posted captured advcl
along posted prep
the railroad det
railroad along pobj
between railroad prep
Manassas between pobj
and Manassas cc
Warrenton Junction compound
Junction Manassas conj
companies B compound
B Manassas conj
G B conj
and G cc
H G conj
were captured auxpass
captured captured ROOT
by captured agent
the Confederates det
Confederates by pobj
The 1st det
1st engaged nsubjpass
and 1st cc
Hooker divisions poss
's Hooker case
divisions engaged nsubjpass
were engaged auxpass
engaged engaged ROOT
at engaged prep
Bristoe Station compound
Station at pobj
on engaged prep
August on pobj
29 August nummod
The day det
following day amod
day was npadvmod
the army det
entire army amod
army was nsubj
was was ROOT
in was prep
action in pobj
at was prep
Second Run compound
Bull Run compound
Run at pobj
where resulted advmod
once more advmod
more work advmod
the work det
gallant work amod
work resulted nsubj
of work prep
the 105th det
105th of pobj
resulted Run relcl
in resulted prep
significant losses amod
losses in pobj
The regiment det
regiment complimented nsubjpass
was complimented auxpass
specially complimented advmod
complimented complimented ROOT
by complimented agent
Maj by pobj
Gen. Kearny compound
Philip Kearny compound
Kearny Kearny ROOT
for Kearny prep
its gallantry poss
gallantry for pobj
September spent nsubjpass
and September cc
October September conj
were spent auxpass
spent spent ROOT
at spent prep
Washington at pobj
The command det
command left nsubj
left left ROOT
the nation det
nation capital poss
's nation case
capital left dobj
on left prep
October on pobj
28 October nummod
and left cc
after arrived prep
some scouting det
scouting after pobj
near scouting prep
Leesburg near pobj
arrived left conj
at arrived prep
Falmouth at pobj
on arrived prep
November on pobj
24 November nummod
The 105th det
105th battle poss
's 105th case
next battle amod
battle was nsubj
was was ROOT
at was prep
Fredericksburg at pobj
after spent prep
which after pobj
it spent nsubj
spent was advcl
the winter det
winter spent dobj
in spent prep
camp in pobj
near spent prep
Brandy Station compound
Station near pobj
At were prep
the Battle det
Battle At pobj
of Battle prep
Chancellorsville of pobj
in Battle prep
May in pobj
1863 May nummod
the troops det
troops were nsubj
were were ROOT
warmly engaged advmod
engaged were acomp
and were cc
many won nsubj
won were conj
the Medal det
Kearny Medal compound
Medal won dobj
of Medal prep
Honor of pobj
the Cross det
Kearny Cross compound
Cross Medal appos
The weeks det
first weeks amod
two weeks nummod
weeks spent nsubjpass
of weeks prep
June of pobj
were spent auxpass
spent spent ROOT
at spent prep
Banks Ford compound
Ford at pobj
and spent cc
then started advmod
the troops det
troops started nsubj
started spent conj
northward started advmod
At lost prep
the Battle det
Battle At pobj
of Battle prep
Gettysburg of pobj
the regiment det
regiment lost nsubj
lost lost ROOT
many men amod
men lost dobj
and lost cc
after lost prep
the return det
return after pobj
to return prep
Virginia to pobj
engagements lost dobj
followed engagements acl
at followed prep
Auburn at pobj
Kelly Ford poss
's Kelly case
Ford Auburn conj
and Ford cc
Locust Grove compound
Grove Ford conj
in Grove prep
the campaign det
Mine Run compound
Run campaign compound
campaign in pobj
late followed advmod
in late prep
November in pobj
At returned prep
the end det
end At pobj
of end prep
that campaign det
campaign of pobj
the regiment det
regiment returned nsubj
returned returned ROOT
to returned prep
the camp det
camp to pobj
at returned prep
Brandy Station compound
Station at pobj
for returned prep
the winter det
winter for pobj
and returned cc
on enlisted prep
December on pobj
28 December nummod
1863 December nummod
nearly enlisted advmod
the enlisted det
entire enlisted amod
regiment enlisted amod
re - dep
- enlisted dep
enlisted returned conj
The regiment det
regiment fought nsubj
fought fought ROOT
at fought prep
the battles det
battles at pobj
of battles prep
the Wilderness det
Wilderness of pobj
and Wilderness cc
Spotsylvania Wilderness conj
in fought prep
May in pobj
1864 May nummod
and fought cc
then moved advmod
moved fought conj
to moved prep
Petersburg to pobj
with moved prep
the army det
army with pobj
where took advmod
it took nsubj
took army relcl
part took dobj
in took prep
the operations det
operations in pobj
of operations prep
the Corps det
X Corps compound
Corps of pobj
in took prep
August in pobj
and took cc
the movements det
movements took conj
upon movements prep
the Railroad det
Weldon Railroad compound
Railroad upon pobj
in Railroad prep
October in pobj
and October cc
December October conj
On added prep
September On pobj
5 September nummod
the remainder det
remainder added nsubjpass
of remainder prep
the 63rd det
63rd of pobj
was added auxpass
added added ROOT
to added prep
the regiment det
regiment to pobj
On received prep
February On pobj
20 February nummod
1865 February nummod
the C det
105th absorbed nsubj
absorbed C amod
Company C compound
C , pobj
of C prep
the 2nd det
2nd of pobj
United States compound
States Regiment compound
Volunteer Regiment compound
Sharpshooter Regiment compound
Regiment of pobj
which disbanded nsubj
as disbanded mark
disbanded Regiment relcl
on disbanded prep
that date det
date on pobj
and received cc
in received prep
March in pobj
1865 March nummod
about 300 advmod
300 recruits nummod
new recruits amod
recruits received nsubjpass
were received auxpass
received received ROOT
At engaged prep
Sailor Creek poss
's Sailor case
Creek At pobj
the 105th det
105th engaged nsubjpass
was engaged auxpass
actively engaged advmod
engaged engaged ROOT
after returned prep
which after pobj
it returned nsubj
returned engaged advcl
to returned prep
Alexandria to pobj
It participated nsubj
participated participated ROOT
in participated prep
the Review det
Grand Review compound
Review in pobj
at Review prep
Washington at pobj
and participated cc
was mustered auxpass
mustered participated conj
out mustered prt
in mustered prep
that city det
city in pobj
on mustered prep
July on pobj
11 July nummod
1865 July nummod
Out lost prep
of Out prep
a enrollment det
total enrollment amod
enrollment of pobj
of enrollment prep
2,040 of pobj
the regiment det
regiment lost nsubj
lost lost ROOT
309 men nummod
men lost dobj
by lost prep
death by pobj
from lost prep
wounds from pobj
or wounds cc
disease wounds conj
and lost cc
199 soldiers nummod
soldiers reported nsubjpass
were reported auxpass
reported lost conj
as reported prep
missing as pcomp
105th Artillery compound
Regiment Artillery compound
Royal Artillery compound
Artillery Artillery ROOT
Volunteers Artillery appos
The Gunners det
Scottish Gunners nmod
& Scottish cc
Ulster Scottish conj
Gunners is nsubj
is is ROOT
a Army det
British Army amod
Territorial Army compound
Army is attr
TA Army appos
Regiment Regiment ROOT
of Regiment prep
the Artillery det
Royal Artillery compound
Artillery of pobj
The regiment det
regiment is nsubj
is is ROOT
part is attr
of part prep
51st Brigade amod
Scottish Brigade nmod
Brigade of pobj
and is cc
to is prep
a degree det
degree to pobj
previously Brigade advmod
the Brigade det
107th Brigade nmod
Ulster Brigade nmod
Brigade regiment appos
but Brigade cc
now 38th advmod
the 38th det
38th Brigade conj
for 38th prep
elements for pobj
based elements acl
in based prep
Ulster in pobj
and 38th cc
is equipped auxpass
currently equipped advmod
equipped 38th conj
with equipped prep
the Gun det
L118 Gun compound
Light Gun compound
Gun with pobj
which includes nsubj
includes Gun relcl
the Gun det
famous Gun amod
One Gun nummod
O'Clock Gun compound
Gun includes dobj
at Gun prep
Edinburgh Castle compound
Castle at pobj
Prior had advmod
to Prior prep
2006 to pobj
the regiment det
regiment had nsubj
had had ROOT
an role det
air defence compound
defence role compound
role had dobj
using had advcl
the missile det
Starstreak missile amod
missile using dobj
The Unit det
Unit consists nsubj
consists consists ROOT
of consists prep
a Headquarters det
Regimental Headquarters compound
Headquarters of pobj
and Headquarters cc
three batteries nummod
Artillery batteries compound
batteries Headquarters conj
based consists prep
throughout based prep
Scotland throughout pobj
and Scotland cc
Northern Ireland compound
Ireland Scotland conj
Regimental Headquarters compound
Headquarters Headquarters ROOT
Edinburgh Headquarters appos
206 206 ROOT
Ulster Battery nmod
Battery Battery ROOT
A Troop det
Troop Troop ROOT
Newtownards Troop appos
B Troop compound
Troop Troop ROOT
Coleraine Troop appos
207 207 ROOT
City City ROOT
of City prep
Glasgow of pobj
Battery Battery ROOT
C Troop compound
Troop Troop ROOT
Glasgow Troop appos
D Troop compound
Troop Troop ROOT
Edinburgh Troop appos
212 Troop appos
Highland Battery nmod
Battery Battery ROOT
E Troop compound
Troop Troop ROOT
Arbroath Troop appos
F Troop compound
Troop Troop ROOT
Kirkcaldy Troop appos
G Troop compound
Troop Troop ROOT
Lerwick Troop appos
Four regiments nummod
regiments numbered nsubjpass
of regiments prep
the Army det
British Army amod
Army of pobj
have numbered aux
been numbered auxpass
numbered numbered ROOT
the Regiment det
105th Regiment amod
Regiment numbered oprd
of Regiment prep
Foot of pobj
105th Regiment compound
Regiment raised nsubj
of Regiment prep
Foot of pobj
Queen Regiment poss
's Queen case
Own Regiment compound
Royal Regiment compound
Regiment Regiment appos
of Regiment prep
Highlanders of pobj
raised raised ROOT
in raised prep
1760 in pobj
105th Regiment amod
Regiment raised dobj
of Regiment prep
Foot of pobj
raised Regiment acl
in raised prep
America in pobj
and raised cc
placed raised conj
on placed prep
the establishment det
British establishment amod
establishment on pobj
as placed prep
the Foot det
105th Foot amod
Foot as pobj
in Foot prep
1782 in pobj
105th Regiment compound
Regiment Regiment ROOT
of Regiment prep
Foot of pobj
raised Regiment acl
in raised prep
1784 in pobj
and raised cc
disbanded raised conj
in disbanded prep
1785 in pobj
105th Regiment amod
Regiment Regiment ROOT
of Regiment prep
Foot of pobj
Madras Infantry compound
Light Infantry compound
Infantry Regiment appos
raised Regiment acl
by raised agent
the Company det
East India compound
India Company compound
Company by pobj
and raised cc
placed raised conj
on placed prep
the establishment det
British establishment amod
establishment on pobj
as placed prep
the Foot det
105th Foot amod
Foot as pobj
in Foot prep
1862 in pobj
The Regiment det
105th Regiment amod
Regiment was nsubj
of Regiment prep
Foot of pobj
Madras Infantry compound
Light Infantry compound
Infantry Regiment appos
was was ROOT
an regiment det
infantry regiment compound
regiment was attr
of regiment prep
the Army det
British Army compound
Army of pobj
from was prep
1862 from pobj
to from prep
1881 to pobj
when amalgamated advmod
it amalgamated nsubjpass
was amalgamated auxpass
amalgamated 1881 relcl
into amalgamated prep
The King det
King Infantry poss
's King case
Own Infantry compound
Light Infantry compound
Infantry into pobj
South Yorkshire compound
Yorkshire Regiment compound
Regiment Infantry appos
The regiment det
regiment raised nsubjpass
was raised auxpass
originally raised advmod
raised raised ROOT
by raised agent
the Company det
Honourable Company compound
East India compound
India Company compound
Company by pobj
in raised prep
1839 in pobj
as redesignated mark
the Madras det
2nd Madras amod
Madras redesignated nsubj
European Regiment nmod
Regiment Madras appos
redesignated raised advcl
the Infantry det
2nd Madras amod
Madras Infantry nmod
European Infantry amod
Light Infantry compound
Infantry redesignated dobj
in redesignated prep
1842 in pobj
and redesignated cc
served redesignated conj
in served prep
the Mutiny det
Indian Mutiny compound
Mutiny in pobj
of Mutiny prep
1857 of pobj
As placed prep
with As prep
all units det
other units amod
European units amod
units with pobj
of units prep
the Company det
Company of pobj
they placed nsubjpass
were placed auxpass
placed placed ROOT
under placed prep
the command det
command under pobj
of command prep
the Crown det
Crown of pobj
in placed prep
1858 in pobj
and placed cc
formally moved advmod
moved placed conj
into moved prep
the Army det
British Army amod
Army into pobj
in moved prep
1862 in pobj
ranked moved conj
as ranked prep
the Foot det
105th Foot amod
Foot as pobj
As amalgamated prep
part As pobj
of part prep
the Reforms det
Cardwell Reforms compound
Reforms of pobj
in part prep
1881 in pobj
the regiment det
regiment amalgamated nsubjpass
was amalgamated auxpass
amalgamated amalgamated ROOT
with amalgamated prep
the 51st det
51st with pobj
the Riding det
2nd Riding compound
Yorkshire Riding compound
West Riding compound
Riding 51st appos
or 51st cc
King Regiment poss
's King case
Own Regiment compound
Light Regiment compound
Infantry Regiment compound
Regiment 51st conj
to form aux
form amalgamated advcl
The King det
King Infantry poss
's King case
Own Infantry compound
Light Infantry compound
Infantry form dobj
South Yorkshire compound
Yorkshire Regiment compound
Regiment Infantry appos
The Congress det
One Hundred compound
Hundred States nummod
Fifth States compound
United States compound
States Congress compound
Congress was nsubj
was was ROOT
a meeting det
meeting was attr
of meeting prep
the branch det
legislative branch amod
branch of pobj
of branch prep
the government det
United States nmod
States government nmod
federal government amod
government of pobj
composed branch acl
of composed prep
the Senate det
United States compound
States Senate compound
Senate of pobj
and Senate cc
the House det
United States compound
States House compound
House Senate conj
of House prep
Representatives of pobj
It met nsubj
met met ROOT
in met prep
Washington in pobj
DC met npadvmod
from DC prep
January from pobj
3 January nummod
1997 January nummod
to from prep
January to pobj
3 January nummod
1999 January nummod
during met prep
the years det
first years amod
two years nummod
years during pobj
of years prep
the administration det
second administration amod
administration of pobj
of administration prep
U.S. President compound
President Clinton compound
Bill Clinton compound
Clinton of pobj
Apportionment based nsubjpass
of Apportionment prep
seats of pobj
in seats prep
this House det
House in pobj
of House prep
Representatives of pobj
was based auxpass
based based ROOT
on based prep
the Census det
Twenty first npadvmod
first Census amod
Census on pobj
of Census prep
the States det
United States compound
States of pobj
in based prep
1990 in pobj
Both chambers det
chambers had nsubj
had had ROOT
a majority det
Republican majority amod
majority had dobj
January January ROOT
3 January nummod
1997 January nummod
January January appos
3 January nummod
1999 January nummod
First session amod
session session ROOT
January January ROOT
7 January nummod
1997 January nummod
November January appos
13 November nummod
1997 November nummod
Second session amod
session session ROOT
January January ROOT
27 January nummod
1998 January nummod
December January npadvmod
19 December nummod
1998 December nummod
Previous congress amod
congress congress ROOT
104th Congress compound
Congress • nsubj
• • ROOT
Next congress amod
congress congress ROOT
106th 106th ROOT
Congress Congress ROOT
The names det
names elected nsubj
of names prep
members of pobj
of members prep
the House det
House of pobj
of House prep
Representatives of pobj
elected elected ROOT
statewide elected advmod
at statewide prep
large at amod
are preceded auxpass
preceded elected conj
by preceded agent
an by pobj
At large compound
large an preconj
and an cc
the names det
names an conj
of names prep
those of pobj
elected those acl
from elected prep
districts from pobj
whether member det
plural member amod
or plural cc
single plural conj
member names appos
are preceded auxpass
preceded elected conj
by preceded agent
their numbers poss
district numbers compound
numbers by pobj
Many linked nsubjpass
of Many prep
the numbers det
congressional numbers amod
district numbers compound
numbers of pobj
are linked auxpass
linked linked ROOT
to linked prep
articles to pobj
describing articles acl
the district det
district describing dobj
itself district appos
Since changed mark
the boundaries det
boundaries changed nsubj
of boundaries prep
the districts det
districts of pobj
have changed aux
changed describe advcl
often changed advmod
and often cc
substantially often conj
the article det
linked article amod
article describe nsubj
may describe aux
only describe advmod
describe describe ROOT
the district det
district describe dobj
as exists mark
it exists nsubj
exists describe advcl
today exists npadvmod
and describe cc
not was neg
as was mark
it was nsubj
was describe conj
at was prep
the time det
time at pobj
of time prep
this Congress det
Congress of pobj
American Samoa compound
Samoa Samoa ROOT
At At ROOT
large At amod
Eni Faleomavaega compound
F.H. Faleomavaega compound
Faleomavaega Faleomavaega ROOT
D Faleomavaega appos
District District ROOT
of District prep
Columbia of pobj
At At ROOT
large At pobj
Eleanor Norton compound
Holmes Norton compound
Norton Norton ROOT
D Norton appos
Guam Guam ROOT
At Guam prep
large At pobj
Robert Underwood compound
A. Underwood compound
Underwood Underwood ROOT
D Underwood appos
Virgin Islands compound
Islands Islands ROOT
At At ROOT
large At amod
Donna Christensen compound
Christian Christensen compound
Christensen Christensen ROOT
D Christensen appos
Puerto Rico compound
Rico Christensen appos
At At ROOT
large At amod
Aníbal Vilá compound
Acevedo Vilá compound
Vilá Vilá ROOT
D PPD nmod
PPD PPD ROOT
The meridian det
meridian is nsubj
105 meridian nummod
west meridian appos
of west prep
Greenwich of pobj
is is ROOT
a line det
line is attr
of line prep
longitude of pobj
that extends nsubj
extends longitude relcl
from extends prep
the Pole det
North Pole compound
Pole from pobj
across extends prep
the Ocean det
Arctic Ocean compound
Ocean across pobj
North America compound
America line appos
the Ocean det
Pacific Ocean compound
Ocean America conj
the Ocean det
Southern Ocean compound
Ocean Ocean conj
and Ocean cc
Antarctica Ocean conj
to line prep
the Pole det
South Pole compound
Pole to pobj
The meridian det
105th meridian amod
meridian serves nsubj
west serves nsubj
serves serves ROOT
as serves prep
the meridian det
reference meridian compound
meridian as pobj
for meridian prep
the west det
seventh time amod
time zone compound
zone west compound
west for pobj
of west prep
Greenwich of pobj
known meridian acl
as known prep
UTC-07 as pobj
or UTC-07 cc
the Zone det
Mountain Zone compound
Time Zone compound
Zone UTC-07 conj
in Zone prep
North America compound
America in pobj
Starting passes advcl
at Starting prep
the Pole det
North Pole compound
Pole at pobj
and Starting cc
heading Starting conj
south heading advmod
to heading prep
the Pole det
South Pole compound
Pole to pobj
the west det
105th west amod
meridian west compound
west passes nsubj
passes passes ROOT
through passes prep
In parallels prep
the States det
United States compound
States In pobj
Interstate Highway compound
Highway parallels nsubj
I-25 Highway nummod
roughly parallels advmod
parallels parallels ROOT
the meridian det
meridian parallels dobj
from parallels prep
Douglas from pobj
Wyoming Douglas appos
to Wyoming prep
Las Vegas compound
Vegas to pobj
New Mexico compound
Mexico Vegas appos
The meridian det
meridian bisects nsubj
105 meridian nummod
west meridian appos
of west prep
Greenwich of pobj
bisects bisects ROOT
Denver bisects dobj
Colorado Denver appos
running bisects advcl
parallel running dobj
to running prep
Kalamath Street compound
Street to pobj
and running cc
passing running conj
through passing prep
Denver Station compound
Union Station compound
Station through pobj
Ignatius writes nsubj
writes writes ROOT
a letter det
letter writes dobj
to letter prep
Christians to pobj
in Christians prep
Smyrna in pobj
around year advmod
this year det
year writes npadvmod
where used advmod
the term det
term used nsubjpass
Catholic Church compound
Church term appos
is used auxpass
used year relcl
This is nsubj
is is ROOT
the witness det
earliest witness amod
surviving witness amod
witness is attr
to witness prep
the use det
use to pobj
of use prep
the term det
term of pobj
Catholic Church compound
Church term appos
Trajan defeats nsubj
defeats defeats ROOT
king Decebalus compound
Decebalus defeats dobj
of Decebalus prep
Dacia of pobj
Romania Decebalus appos
Dacia becomes nsubj
becomes becomes ROOT
a province det
Roman province amod
province becomes attr
Trajan annexes compound
annexes Arabia compound
Nabataean Arabia compound
Arabia Arabia ROOT
with Arabia prep
its capital poss
capital with pobj
Petra capital appos
as Arabia prep
a province det
Roman province amod
province as pobj
Aelian writes nsubj
writes writes ROOT
his Theoria poss
Taktike Theoria compound
Theoria writes dobj
probable date amod
date Theoria appos
Change Change ROOT
of Change prep
Han Hedi compound
Hedi of pobj
to Change prep
Han Shangdi compound
Shangdi to pobj
of Shangdi prep
the Dynasty det
Chinese Dynasty compound
Eastern Dynasty compound
Han Dynasty compound
Dynasty of pobj
First First ROOT
and First cc
the year det
only year amod
year First conj
of year prep
yanping era compound
era of pobj
Change Change ROOT
of Change prep
Han Shangdi compound
Shangdi of pobj
to Change prep
Han Andi compound
Andi to pobj
of Andi prep
the Dynasty det
Chinese Dynasty compound
Eastern Dynasty compound
Han Dynasty compound
Dynasty of pobj
106 106 ROOT
& 106 cc
Park 106 conj
BET Live poss
's BET case
Top Live nmod
10 Top nummod
Live is nsubj
is is ROOT
a weekdays det
top ten amod
ten weekdays amod
video countdown compound
countdown airing npadvmod
airing weekdays amod
weekdays is attr
on weekdays prep
BET on pobj
It is nsubj
is is ROOT
the network det
network show poss
's network case
# 1 quantmod
1 show nummod
rated show amod
show is attr
This show det
show created nsubjpass
was created auxpass
created created ROOT
in created prep
2000 in pobj
to fill aux
fill created advcl
the void det
void fill dobj
left void acl
by left agent
BET series compound
music video compound
video series compound
series by pobj
such as amod
as series prep
Video Soul compound
Soul as pobj
1983 Soul appos
1997 1983 prep
Unreal Soul conj
and Unreal cc
Planet Groove compound
Groove Unreal conj
1996 Groove npadvmod
1999 1996 prep
106 is nsubj
& 106 cc
Park 106 conj
is is ROOT
a show det
90-minute show amod
countdown video compound
music video compound
video show compound
show is attr
that features nsubj
features show relcl
popular hop amod
hip hop compound
hop features dobj
contemporary R&B amod
R&B hop conj
reggae R&B conj
and reggae cc
dancehall music compound
music videos compound
videos reggae conj
106 produced nsubjpass
& 106 cc
Park 106 conj
was produced auxpass
originally produced advmod
produced produced ROOT
in produced prep
Harlem in pobj
New York compound
York Harlem conj
and produced cc
the title det
title derived nsubjpass
was derived auxpass
derived produced conj
from derived prep
the location det
original location amod
studio location compound
location from pobj
East 106th compound
106th derived npadvmod
Street 106th npadvmod
and Street cc
Park Avenue compound
Avenue 106th conj
Viacom acquisition poss
's Viacom case
acquisition prompted nsubj
of acquisition prep
BET of pobj
prompted prompted ROOT
a change det
change prompted dobj
in change prep
venue in pobj
to venue prep
the Center det
CBS Broadcast compound
Broadcast Center compound
Center to pobj
at change prep
524 Street nummod
West 57th compound
57th Street compound
Street at pobj
in prompted prep
the Hell det
Hell section poss
's Hell case
Kitchen section compound
section in pobj
of section prep
Manhattan of pobj
On announced prep
March On pobj
30 March nummod
2007 March npadvmod
Rocsi announced nsubj
and Rocsi cc
Terrence Rocsi conj
announced announced ROOT
that was mark
106 was nsubj
& 106 cc
Park 106 conj
was announced ccomp
the show det
number show nmod
1 number nummod
video show compound
show was attr
in show prep
the world det
world in pobj
Also announced advmod
on announced prep
June on pobj
6 June nummod
2007 June nummod
Terrence announced nsubj
announced announced ROOT
that begin mark
the series det
series begin nsubj
will begin aux
now begin advmod
begin announced ccomp
airing begin xcomp
in airing prep
Japan in pobj
Photos seen nsubjpass
from Photos prep
the conference det
press conference compound
conference from pobj
in conference prep
Japan in pobj
can seen aux
be seen auxpass
seen seen ROOT
on seen prep
the show det
show website poss
's show case
official website amod
website on pobj
The program det
program plays nsubj
plays plays ROOT
the ten det
top ten amod
ten videos nummod
most requested advmod
requested videos amod
videos plays dobj
of videos prep
the day det
day of pobj
as requested mark
requested videos advcl
by requested agent
viewers by pobj
who vote nsubj
can vote aux
vote viewers relcl
by vote prep
telephone by pobj
or telephone cc
online telephone conj
In airs prep
addition In pobj
to addition prep
the countdown det
music countdown compound
video countdown compound
countdown to pobj
a show det
typical show amod
show airs nsubj
also airs advmod
airs airs ROOT
one video nummod
new video amod
music video compound
video airs dobj
known video acl
as known prep
the Joint det
New Joint compound
Joint as pobj
of Joint prep
the Day det
Day of pobj
and Joint cc
a video det
music video compound
video Joint conj
from video prep
the past det
past from pobj
known past acl
as known prep
the Joint det
Flashback Joint compound
Joint as pobj
of Joint prep
the Day det
Day of pobj
Every Friday det
Friday is npadvmod
there is expl
is is ROOT
a segment det
special segment amod
segment is attr
called segment acl
Freestyle called oprd
Friday called oprd
The format det
format has nsubj
has has ROOT
two rappers nummod
rappers compete nsubj
compete has ccomp
in compete prep
a battle det
freestyle battle compound
battle in pobj
before compete prep
the audience det
studio audience compound
audience before pobj
and audience cc
three judges nummod
celebrity judges compound
judges audience conj
On was prep
certain cases amod
cases On pobj
the DJ det
DJ was nsubj
was was ROOT
also was advmod
the judge det
judge was attr
Each rapper det
rapper has nsubj
has has ROOT
two round nummod
30 round nummod
second round amod
round has dobj
to round prep
freestyle to pobj
The rappers det
rappers allowed nsubjpass
are allowed auxpass
not allowed neg
allowed allowed ROOT
to use aux
use allowed xcomp
profanities use dobj
or profanities cc
sexually suggestive advmod
suggestive lyrics amod
lyrics profanities conj
if do mark
they do nsubj
do disqualified advcl
they disqualified nsubjpass
get disqualified auxpass
disqualified allowed advcl
After decide prep
the battle det
battle After pobj
the judges det
judges decide nsubj
decide decide ROOT
the winner det
winner decide dobj
Any rapper det
rapper immortalized nsubjpass
who is nsubj
is rapper relcl
able is acomp
to win aux
win able xcomp
seven weeks nummod
consecutive weeks amod
weeks win dobj
is immortalized auxpass
immortalized immortalized ROOT
in immortalized prep
the Hall det
Freestyle Hall compound
Friday Hall compound
Hall in pobj
of Hall prep
Fame of pobj
The rapper det
first rapper amod
rapper was nsubj
to make aux
make rapper relcl
it make dobj
this far advmod
far was advmod
was was ROOT
Shaheed was attr
the Boy det
Poster Boy compound
Boy Shaheed dobj
The segment det
popular segment amod
segment spawned nsubj
has spawned aux
spawned spawned ROOT
the career det
career spawned dobj
of career prep
Jin of pobj
and spawned cc
given spawned conj
a few quantmod
few rappers nummod
other rappers amod
rappers given dative
the opportunity det
opportunity given dobj
to get aux
get opportunity acl
a deal det
record deal compound
deal get dobj
Until hosted prep
July Until pobj
28 July nummod
2005 July nummod
the show det
show hosted nsubjpass
was hosted auxpass
hosted hosted ROOT
by hosted agent
BET personalities compound
personalities by pobj
Free personalities amod
and Free cc
A. Calloway compound
J. Calloway compound
Calloway Free conj
for personalities prep
five years nummod
years for pobj
On replaced prep
August On pobj
1 August nummod
2005 August nummod
BET replaced nsubj
temporarily replaced advmod
replaced replaced ROOT
rapper Free compound
Free replaced dobj
and Free cc
A. Calloway compound
J. Calloway compound
Calloway Free conj
with replaced prep
two personalities nummod
other personalities amod
popular personalities amod
BET personalities compound
personalities with pobj
Tigger personalities appos
former host amod
host Tigger appos
of host prep
Rap City compound
City of pobj
and City cc
BET Style compound
Style City conj
and Tigger cc
Julissa Bermudez compound
Bermudez Tigger conj
former host amod
host Bermudez appos
of host prep
BET Center poss
's BET case
The Center det
Center of pobj
On replaced prep
July On pobj
10 July nummod
2006 July nummod
they replaced nsubjpass
were replaced auxpass
replaced replaced ROOT
by replaced agent
Rocsi by pobj
and Rocsi cc
Terrence J compound
J Rocsi conj
who were nsubj
were Rocsi relcl
winners were attr
from winners prep
the year det
previous year amod
year Contest poss
's year case
BET Contest compound
New Faces compound
Faces Contest compound
Contest from pobj
106 is nsubj
is is ROOT
the number det
natural number amod
number is attr
following is prep
105 following pobj
and is cc
preceding is conj
107 preceding dobj
106 is nsubj
is is ROOT
a number det
centered number amod
pentagonal number amod
number is attr
a number det
centered number amod
heptagonal number amod
number number appos
and number cc
a number det
regular number amod
19-gonal number amod
number number conj
There are expl
are are ROOT
106 trees nummod
distinct trees amod
mathematical trees amod
trees are attr
with trees prep
ten vertices nummod
vertices with pobj
106 is nsubj
is is ROOT
also is advmod
The year det
year year ROOT
AD BC nmod
106 BC nummod
or 106 cc
106 106 conj
BC year appos
106 AH nummod
AH is nsubj
is is ROOT
a year det
year is attr
in year prep
the calendar det
Islamic calendar amod
calendar in pobj
that corresponds nsubj
corresponds year relcl
to corresponds prep
724 to pobj
725 CE nummod
CE CE ROOT
The number det
atomic number amod
number number ROOT
of number prep
seaborgium of pobj
Unilhexium Unh compound
Unh seaborgium appos
Highway designations compound
designations designations ROOT
such as amod
as designations prep
New Route compound
Brunswick Route compound
Route as pobj
106 Route nummod
New Brunswick compound
Brunswick Route conj
Canada Brunswick conj
The number det
number number ROOT
of number prep
surat Quraysh compound
Quraysh of pobj
in Quraysh prep
the Qur'an det
Qur'an in pobj
The number det
Australian number amod
national number amod
text number compound
emergency number compound
number number ROOT
The name det
name name ROOT
of name prep
the car det
car of pobj
the Peugeot det
